index  support   support_data
 545   60.000        frozenset({'pasta', 'whole milk'})
 546   50.000        frozenset({'frankfurter', 'frozen vegetables'})
 547   101.000        frozenset({'white bread', 'soda'})
 548   34.000        frozenset({'detergent', 'soda'})
 549   39.000        frozenset({'bottled water', 'white wine'})
 550   109.000        frozenset({'root vegetables', 'margarine'})
 551   58.000        frozenset({'rolls/buns', 'hygiene articles'})
 552   26.000        frozenset({'rolls/buns', 'white wine'})
 553   97.000        frozenset({'yogurt', 'dessert'})
 554   33.000        frozenset({'shopping bags', 'meat'})
 555   32.000        frozenset({'yogurt', 'seasonal products'})
 556   31.000        frozenset({'bottled water', 'frozen meals'})
 557   80.000        frozenset({'other vegetables', 'UHT-milk'})
 558   54.000        frozenset({'soda', 'meat'})
 559   29.000        frozenset({'pork', 'canned beer'})
 560   67.000        frozenset({'cream cheese', 'soda'})
 561   46.000        frozenset({'domestic eggs', 'bottled beer'})
 562   30.000        frozenset({'margarine', 'canned beer'})
 563   46.000        frozenset({'brown bread', 'whipped/sour cream'})
 564   79.000        frozenset({'newspapers', 'sausage'})
 565   61.000        frozenset({'yogurt', 'salty snack'})
 566   53.000        frozenset({'berries', 'citrus fruit'})
 567   27.000        frozenset({'frankfurter', 'pickled vegetables'})
 568   36.000        frozenset({'margarine', 'oil'})
 569   132.000        frozenset({'other vegetables', 'coffee'})
 570   154.000        frozenset({'domestic eggs', 'rolls/buns'})
 571   37.000        frozenset({'other vegetables', 'cake bar'})
 572   32.000        frozenset({'tropical fruit', 'soft cheese'})
 573   53.000        frozenset({'beverages', 'rolls/buns'})
 574   39.000        frozenset({'margarine', 'UHT-milk'})
 575   46.000        frozenset({'butter milk', 'fruit/vegetable juice'})
 576   59.000        frozenset({'domestic eggs', 'napkins'})
 577   25.000        frozenset({'curd', 'onions'})
 578   28.000        frozenset({'chicken', 'onions'})
 579   25.000        frozenset({'chicken', 'white bread'})
 580   174.000        frozenset({'pastry', 'yogurt'})
 581   218.000        frozenset({'pork', 'whole milk'})
 582   46.000        frozenset({'rolls/buns', 'processed cheese'})
 583   82.000        frozenset({'pastry', 'frankfurter'})
 584   31.000        frozenset({'beverages', 'root vegetables'})
 585   60.000        frozenset({'pork', 'pip fruit'})
 586   26.000        frozenset({'bottled water', 'ice cream'})
 587   42.000        frozenset({'pastry', 'specialty bar'})
 588   41.000        frozenset({'frozen vegetables', 'shopping bags'})
 589   38.000        frozenset({'chicken', 'coffee'})
 590   68.000        frozenset({'newspapers', 'shopping bags'})
 591   26.000        frozenset({'white bread', 'candy'})
 592   47.000        frozenset({'fruit/vegetable juice', 'sugar'})
 593   69.000        frozenset({'pastry', 'napkins'})
 594   65.000        frozenset({'newspapers', 'pork'})
 595   33.000        frozenset({'detergent', 'tropical fruit'})
 596   44.000        frozenset({'yogurt', 'specialty bar'})
 597   54.000        frozenset({'butter milk', 'tropical fruit'})
 598   106.000        frozenset({'other vegetables', 'sugar'})
 599   87.000        frozenset({'soda', 'butter'})
 600   25.000        frozenset({'ham', 'frankfurter'})
 601   105.000        frozenset({'tropical fruit', 'brown bread'})
 602   44.000        frozenset({'curd', 'frozen vegetables'})
 603   241.000        frozenset({'shopping bags', 'whole milk'})
 604   37.000        frozenset({'hamburger meat', 'chicken'})
 605   96.000        frozenset({'yogurt', 'coffee'})
 606   114.000        frozenset({'other vegetables', 'dessert'})
 607   40.000        frozenset({'beef', 'napkins'})
 608   197.000        frozenset({'other vegetables', 'butter'})
 609   105.000        frozenset({'brown bread', 'sausage'})
 610   108.000        frozenset({'pastry', 'root vegetables'})
 611   47.000        frozenset({'brown bread', 'canned beer'})
 612   37.000        frozenset({'pastry', 'specialty chocolate'})
 613   43.000        frozenset({'frankfurter', 'curd'})
 614   32.000        frozenset({'chicken', 'long life bakery product'})
 615   25.000        frozenset({'white bread', 'salty snack'})
 616   27.000        frozenset({'ham', 'dessert'})
 617   56.000        frozenset({'bottled water', 'hygiene articles'})
 618   37.000        frozenset({'beef', 'coffee'})
 619   28.000        frozenset({'flour', 'beef'})
 620   89.000        frozenset({'pastry', 'domestic eggs'})
 621   46.000        frozenset({'yogurt', 'grapes'})
 622   74.000        frozenset({'pastry', 'whipped/sour cream'})
 623   27.000        frozenset({'hamburger meat', 'pasta'})
 624   27.000        frozenset({'chocolate', 'chicken'})
 625   37.000        frozenset({'fruit/vegetable juice', 'oil'})
 626   46.000        frozenset({'margarine', 'chicken'})
 627   68.000        frozenset({'chicken', 'citrus fruit'})
 628   75.000        frozenset({'newspapers', 'brown bread'})
 629   32.000        frozenset({'curd', 'long life bakery product'})
 630   184.000        frozenset({'yogurt', 'fruit/vegetable juice'})
 631   65.000        frozenset({'root vegetables', 'waffles'})
 632   82.000        frozenset({'chicken', 'soda'})
 633   147.000        frozenset({'root vegetables', 'sausage'})
 634   75.000        frozenset({'brown bread', 'pip fruit'})
 635   248.000        frozenset({'brown bread', 'whole milk'})
 636   31.000        frozenset({'bottled beer', 'salty snack'})
 637   61.000        frozenset({'newspapers', 'napkins'})
 638   68.000        frozenset({'yogurt', 'sugar'})
 639   84.000        frozenset({'butter milk', 'yogurt'})
 640   52.000        frozenset({'bottled water', 'chicken'})
 641   36.000        frozenset({'other vegetables', 'frozen dessert'})
 642   135.000        frozenset({'other vegetables', 'cream cheese'})
 643   57.000        frozenset({'brown bread', 'butter'})
 644   53.000        frozenset({'root vegetables', 'hygiene articles'})
 645   27.000        frozenset({'fruit/vegetable juice', 'soft cheese'})
 646   33.000        frozenset({'specialty chocolate', 'tropical fruit'})
 647   29.000        frozenset({'whole milk', 'dog food'})
 648   194.000        frozenset({'whole milk', 'napkins'})
 649   40.000        frozenset({'cream cheese', 'napkins'})
 650   27.000        frozenset({'frozen vegetables', 'UHT-milk'})
 651   85.000        frozenset({'domestic eggs', 'pip fruit'})
 652   57.000        frozenset({'chocolate', 'waffles'})
 653   295.000        frozenset({'domestic eggs', 'whole milk'})
 654   86.000        frozenset({'tropical fruit', 'white bread'})
 655   92.000        frozenset({'soda', 'salty snack'})
 656   100.000        frozenset({'margarine', 'soda'})
 657   42.000        frozenset({'hamburger meat', 'whipped/sour cream'})
 658   93.000        frozenset({'other vegetables', 'hard cheese'})
 659   33.000        frozenset({'brown bread', 'sugar'})
 660   32.000        frozenset({'chicken', 'canned beer'})
 661   38.000        frozenset({'ham', 'shopping bags'})
 662   42.000        frozenset({'coffee', 'UHT-milk'})
 663   59.000        frozenset({'other vegetables', 'dishes'})
 664   150.000        frozenset({'yogurt', 'shopping bags'})
 665   35.000        frozenset({'chocolate', 'salty snack'})
 666   37.000        frozenset({'coffee', 'cream cheese'})
 667   69.000        frozenset({'rolls/buns', 'sugar'})
 668   71.000        frozenset({'whipped/sour cream', 'napkins'})
 669   30.000        frozenset({'ham', 'processed cheese'})
 670   29.000        frozenset({'oil', 'pip fruit'})
 671   60.000        frozenset({'bottled beer', 'citrus fruit'})
 672   79.000        frozenset({'chocolate', 'pastry'})
 673   32.000        frozenset({'bottled water', 'red/blush wine'})
 674   63.000        frozenset({'chicken', 'tropical fruit'})
 675   57.000        frozenset({'chicken', 'pork'})
 676   27.000        frozenset({'herbs', 'butter'})
 677   140.000        frozenset({'bottled water', 'fruit/vegetable juice'})
 678   67.000        frozenset({'domestic eggs', 'brown bread'})
 679   63.000        frozenset({'yogurt', 'hard cheese'})
 680   89.000        frozenset({'whipped/sour cream', 'sausage'})
 681   37.000        frozenset({'beef', 'cream cheese'})
 682   61.000        frozenset({'shopping bags', 'dessert'})
 683   228.000        frozenset({'other vegetables', 'shopping bags'})
 684   119.000        frozenset({'whole milk', 'onions'})
 685   116.000        frozenset({'whole milk', 'berries'})
 686   34.000        frozenset({'pip fruit', 'onions'})
 687   31.000        frozenset({'rolls/buns', 'cake bar'})
 688   28.000        frozenset({'waffles', 'specialty bar'})
 689   140.000        frozenset({'margarine', 'yogurt'})
 690   68.000        frozenset({'rolls/buns', 'meat'})
 691   36.000        frozenset({'chicken', 'fruit/vegetable juice'})
 692   25.000        frozenset({'red/blush wine', 'canned beer'})
 693   35.000        frozenset({'other vegetables', 'mayonnaise'})
 694   25.000        frozenset({'shopping bags', 'seasonal products'})
 695   45.000        frozenset({'shopping bags', 'cat food'})
 696   44.000        frozenset({'shopping bags', 'candy'})
 697   52.000        frozenset({'root vegetables', 'long life bakery product'})
 698   262.000        frozenset({'fruit/vegetable juice', 'whole milk'})
 699   27.000        frozenset({'canned vegetables', 'tropical fruit'})
 700   44.000        frozenset({'butter milk', 'citrus fruit'})
 701   31.000        frozenset({'frozen vegetables', 'dessert'})
 702   72.000        frozenset({'bottled water', 'UHT-milk'})
 703   63.000        frozenset({'rolls/buns', 'UHT-milk'})
 704   28.000        frozenset({'baking powder', 'butter'})
 705   39.000        frozenset({'hard cheese', 'butter'})
 706   34.000        frozenset({'meat', 'citrus fruit'})
 707   37.000        frozenset({'flour', 'rolls/buns'})
 708   63.000        frozenset({'chocolate', 'root vegetables'})
 709   41.000        frozenset({'bottled water', 'oil'})
 710   25.000        frozenset({'frozen vegetables', 'berries'})
 711   44.000        frozenset({'white bread', 'citrus fruit'})
 712   36.000        frozenset({'chocolate', 'domestic eggs'})
 713   288.000        frozenset({'yogurt', 'tropical fruit'})
 714   94.000        frozenset({'other vegetables', 'hygiene articles'})
 715   78.000        frozenset({'frozen vegetables', 'whipped/sour cream'})
 716   25.000        frozenset({'red/blush wine', 'tropical fruit'})
 717   64.000        frozenset({'margarine', 'brown bread'})
 718   50.000        frozenset({'rolls/buns', 'oil'})
 719   31.000        frozenset({'packaged fruit/vegetables', 'other vegetables'})
 720   62.000        frozenset({'tropical fruit', 'long life bakery product'})
 721   38.000        frozenset({'butter milk', 'shopping bags'})
 722   54.000        frozenset({'pork', 'butter'})
 723   29.000        frozenset({'soda', 'canned fish'})
 724   69.000        frozenset({'misc. beverages', 'whole milk'})
 725   25.000        frozenset({'bottled water', 'semi-finished bread'})
 726   141.000        frozenset({'domestic eggs', 'yogurt'})
 727   36.000        frozenset({'citrus fruit', 'cat food'})
 728   38.000        frozenset({'candy', 'citrus fruit'})
 729   33.000        frozenset({'brown bread', 'long life bakery product'})
 730   31.000        frozenset({'frozen meals', 'domestic eggs'})
 731   49.000        frozenset({'shopping bags', 'berries'})
 732   55.000        frozenset({'pork', 'brown bread'})
 733   40.000        frozenset({'domestic eggs', 'UHT-milk'})
 734   47.000        frozenset({'brown bread', 'dessert'})
 735   39.000        frozenset({'other vegetables', 'turkey'})
 736   30.000        frozenset({'newspapers', 'meat'})
 737   194.000        frozenset({'other vegetables', 'beef'})
 738   54.000        frozenset({'beverages', 'yogurt'})
 739   154.000        frozenset({'root vegetables', 'bottled water'})
 740   68.000        frozenset({'coffee', 'sausage'})
 741   48.000        frozenset({'flour', 'yogurt'})
 742   254.000        frozenset({'root vegetables', 'yogurt'})
 743   30.000        frozenset({'beverages', 'bottled water'})
 744   25.000        frozenset({'beef', 'grapes'})
 745   27.000        frozenset({'pip fruit', 'meat'})
 746   95.000        frozenset({'root vegetables', 'bottled beer'})
 747   42.000        frozenset({'dessert', 'citrus fruit'})
 748   284.000        frozenset({'other vegetables', 'citrus fruit'})
 749   28.000        frozenset({'sliced cheese', 'brown bread'})
 750   31.000        frozenset({'onions', 'napkins'})
 751   40.000        frozenset({'chocolate', 'bottled beer'})
 752   25.000        frozenset({'coffee', 'condensed milk'})
 753   28.000        frozenset({'hamburger meat', 'white bread'})
 754   48.000        frozenset({'whipped/sour cream', 'sugar'})
 755   52.000        frozenset({'bottled water', 'misc. beverages'})
 756   52.000        frozenset({'sausage', 'salty snack'})
 757   51.000        frozenset({'hamburger meat', 'sausage'})
 758   61.000        frozenset({'frozen meals', 'soda'})
 759   60.000        frozenset({'tropical fruit', 'grapes'})
 760   78.000        frozenset({'margarine', 'citrus fruit'})
